Page ID,Title,URL,Provincie,PLACE_ID,NAME_FOUND,FORMATTED_ADDRESS,TYPES,BUSINESS_STATUS,OPEN_NOW,OPENING_HOURS_TEXT,MON,TUE,WED,THU,FRI,SAT,SUN,CAN_VISIT,API_STATUS,ERROR_MESSAGE,QUERY_USED,SOURCE
185,Kasteel van nokere,https://kastelenbelgie.be/nl/kasteel-van-nokere-nokere-kruishoutem/,Antwerpen,ChIJ_-tFGQAVw0cRAS-iecBVypc,Kasteel Casier Nokere,9771 Kruisem,"establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van nokere, Antwerpen, België",GOOGLE_PLACES
184,Kasteel borgwal,https://kastelenbelgie.be/nl/kasteel-borgwal-gavere/,West-Vlaanderen,ChIJNQ_igtEMw0cRXHRj4HK_AVg,Kasteel Borgwal,"Leenstraat 36, 9890 Gavere","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel borgwal, West-Vlaanderen, België",GOOGLE_PLACES
183,Kasteel van Boussu,https://kastelenbelgie.be/nl/kasteel-van-boussu-boussu/,Oost-Vlaanderen,ChIJq8GGSTFYwkcRzQPm1RCqyDQ,Kasteel van Boussu,"Rue du Moulin 43, 7300 Boussu","establishment,park,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: 09:00–18:00 | dinsdag: 09:00–18:00 | woensdag: 09:00–18:00 | donderdag: 09:00–18:00 | vrijdag: 09:00–18:00 | zaterdag: 09:00–18:00 | zondag: 09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,yes,OK,,"Kasteel van Boussu, Oost-Vlaanderen, België",GOOGLE_PLACES
182,Het wit kasteel,https://kastelenbelgie.be/nl/het-wit-kasteel-te-linden/,Antwerpen,ChIJE6HcqiU7w0cRCuJwkWUETkA,t Wit Kasteel,"Doorniksesteenweg 210, 8500 Kortrijk","bar,establishment,food,point_of_interest,restaurant",OPERATIONAL,TRUE,"maandag: 12:00–14:00, 18:00–21:30 | dinsdag: 12:00–14:00, 18:00–21:30 | woensdag: 12:00–14:00, 18:00–21:30 | donderdag: 12:00–14:00, 18:00–21:30 | vrijdag: 12:00–14:00, 18:00–22:00 | zaterdag: 12:00–14:00, 18:00–22:00 | zondag: 12:00–14:00, 18:00–21:30","12:00–14:00, 18:00–21:30","12:00–14:00, 18:00–21:30","12:00–14:00, 18:00–21:30","12:00–14:00, 18:00–21:30","12:00–14:00, 18:00–22:00","12:00–14:00, 18:00–22:00","12:00–14:00, 18:00–21:30",yes,OK,,"Het wit kasteel, Antwerpen, België",GOOGLE_PLACES
181,Kasteel van La Roche-en-Ardenne,https://kastelenbelgie.be/nl/kasteel-van-la-roche-en-ardenne-la-roche-en-ardenne/,Luxemburg,ChIJ9RmyC9s4wEcRVOyNavWB0SA,Kasteel van La Roche-en-Ardenne,"Rue du, Vieux Chateau 4, 6980 La Roche-en-Ardenne","establishment,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: 10:00–18:00 | dinsdag: 10:00–18:00 | woensdag: 10:00–18:00 | donderdag: 10:00–18:00 | vrijdag: 10:00–18:00 | zaterdag: 10:00–18:00 | zondag: 10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,yes,OK,,"Kasteel van La Roche-en-Ardenne, Luxemburg, België",GOOGLE_PLACES
180,Kasteel groenendaal,https://kastelenbelgie.be/nl/kasteel-groenendaal-te-waltwilder-gemeente-bilzen/,Vlaams-Brabant,ChIJsZWxmgzaw0cRM9IgYQQx8p4,Kasteel van Hoeilaart,"Jan van Ruusbroecpark 1, 1560 Hoeilaart","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel groenendaal, Vlaams-Brabant, België",GOOGLE_PLACES
179,Kasteel van Spiere,https://kastelenbelgie.be/nl/kasteel-van-spiere-spiere/,West-Vlaanderen,ChIJF2upNC0iw0cR7mLwMIonnnw,Kasteel van Spiere-Helkijn,"Jacquetbosstraat 50-52, 8587 Spiere-Helkijn","establishment,point_of_interest",CLOSED_PERMANENTLY,,,,,,,,,,yes,OK,,"Kasteel van Spiere, West-Vlaanderen, België",GOOGLE_PLACES
178,Kasteel daspremont lynden,https://kastelenbelgie.be/nl/kasteel-daspremont-lynden-oud-rekem-gemeente-lanaken/,Henegouwen,ChIJg3dj2ofDwEcRm2q6jWvtN40,Kasteel d’Aspremont - Lynden,"Kanaalstraat, 3621 Lanaken","establishment,museum,point_of_interest",CLOSED_TEMPORARILY,,,,,,,,,,yes,OK,,"Kasteel daspremont lynden, Henegouwen, België",GOOGLE_PLACES
177,Kasteel daalbroek,https://kastelenbelgie.be/nl/kasteel-daalbroek-rekem/,Henegouwen,ChIJyc-sUxDDwEcRTmPtTAkToKk,Kasteel Daalbroek en hoeve,"Daalbroekstraat 66, 3621 Lanaken","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel daalbroek, Henegouwen, België",GOOGLE_PLACES
176,Kasteel ter leyen,https://kastelenbelgie.be/nl/kasteel-ter-leyen-boekhoute/,Oost-Vlaanderen,ChIJs6Hi5ad9w0cRlDUw2_4fTR8,Kasteel Ter Leyen,"Boekhoutedorpstraat 5, 9961 Assenede","establishment,lodging,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel ter leyen, Oost-Vlaanderen, België",GOOGLE_PLACES
175,Kasteel van wakken,https://kastelenbelgie.be/nl/kasteel-van-wakken-wakken/,West-Vlaanderen,ChIJJYChkrc_w0cR6DU1btsH36M,Kasteel van Wakken,"Kasteeldreef 9, 8720 Dentergem","establishment,point_of_interest",CLOSED_PERMANENTLY,,,,,,,,,,yes,OK,,"Kasteel van wakken, West-Vlaanderen, België",GOOGLE_PLACES
174,Kasteel t hooghe,https://kastelenbelgie.be/nl/kasteel-t-hooghe-kortrijk/,West-Vlaanderen,ChIJf9iqezE7w0cR0P8QKCcyXJY,Kasteelpark 't Hooghe,"Doorniksesteenweg 218, 8500 Kortrijk","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel t hooghe, West-Vlaanderen, België",GOOGLE_PLACES
173,Kasteel van olsene,https://kastelenbelgie.be/nl/kasteel-van-olsene-olsene-zulte/,West-Vlaanderen,ChIJ_bFfIOcVw0cR1ZVBUOrxbHQ,Kasteel van Olsene,"Grote Steenweg 21, 9870 Zulte","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van olsene, West-Vlaanderen, België",GOOGLE_PLACES
172,Kasteel duras,https://kastelenbelgie.be/nl/kasteel-duras-te-duras/,Limburg,ChIJbZ5hNNoWwUcRoL_1aphd8Xw,Kasteel van Duras,"Park 1, 3803 Sint-Truiden","establishment,lodging,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel duras, Limburg, België",GOOGLE_PLACES
171,Kasteel hovorst,https://kastelenbelgie.be/nl/kasteel-hovorst-viersel/,Vlaams-Brabant,ChIJpxHOBcZVwUcRll9pzM8TSJU,Kasteel Hovorst,2240 Zandhoven,"establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel hovorst, Vlaams-Brabant, België",GOOGLE_PLACES
170,Kasteel de blauwe toren,https://kastelenbelgie.be/nl/kasteel-de-blauwe-toren-varsenare/,Antwerpen,ChIJ5-AX2OdTw0cRSvpRnKMXwfc,Kasteel De Blauwe Toren,"De Manlaan 50, 8490 Jabbeke","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel de blauwe toren, Antwerpen, België",GOOGLE_PLACES
169,Bisschoppenhof,https://kastelenbelgie.be/nl/bisschoppenhof-deurne/,Antwerpen,ChIJbSpVQ4_3w0cR19wtLPYFfyU,Bisschoppenhof,"Suzanne Spanhovenstraat 2, 2100 Antwerpen","establishment,park,point_of_interest",OPERATIONAL,TRUE,maandag: 24 uur geopend | dinsdag: 24 uur geopend | woensdag: 24 uur geopend | donderdag: 24 uur geopend | vrijdag: 24 uur geopend | zaterdag: 24 uur geopend | zondag: 24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,yes,OK,,"Bisschoppenhof, Antwerpen, België",GOOGLE_PLACES
168,Kasteel van Vêves,https://kastelenbelgie.be/nl/kasteel-van-veves-te-celles/,Namen,ChIJa7r7qbXAwUcROBFHnpEIwRg,Kasteel van Vêves,"Rue de Furfooz 3, 5561 Houyet","establishment,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: Gesloten | dinsdag: Gesloten | woensdag: Gesloten | donderdag: Gesloten | vrijdag: 10:00–17:00 | zaterdag: 10:00–17:00 | zondag: 10:00–17:00,Gesloten,Gesloten,Gesloten,Gesloten,10:00–17:00,10:00–17:00,10:00–17:00,yes,OK,,"Kasteel van Vêves, Namen, België",GOOGLE_PLACES
167,Kasteel miranda,https://kastelenbelgie.be/nl/kasteel-miranda-celles/,Namen,ChIJa7r7qbXAwUcROBFHnpEIwRg,Kasteel van Vêves,"Rue de Furfooz 3, 5561 Houyet","establishment,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: Gesloten | dinsdag: Gesloten | woensdag: Gesloten | donderdag: Gesloten | vrijdag: 10:00–17:00 | zaterdag: 10:00–17:00 | zondag: 10:00–17:00,Gesloten,Gesloten,Gesloten,Gesloten,10:00–17:00,10:00–17:00,10:00–17:00,yes,OK,,"Kasteel miranda, Namen, België",GOOGLE_PLACES
166,Kasteel van veulen,https://kastelenbelgie.be/nl/kasteel-van-veulen-veulen/,Namen,ChIJ9UIaLgAbwUcRFsHfxbmdCt0,Veulen Castle,"Kasteelstraat, 3870 Heers","establishment,point_of_interest",CLOSED_PERMANENTLY,,,,,,,,,,yes,OK,,"Kasteel van veulen, Namen, België",GOOGLE_PLACES
165,Kasteel van nieuwenhoven,https://kastelenbelgie.be/nl/kasteel-van-nieuwenhoven-te-sint-truiden/,Limburg,ChIJ6e8vUIIXwUcReWl_m6sUqcg,Kasteel Nieuwenhoven,"Engelbamp 55, 3800 Sint-Truiden","establishment,food,point_of_interest,restaurant",OPERATIONAL,TRUE,maandag: Gesloten | dinsdag: 10:30–22:00 | woensdag: 10:30–22:00 | donderdag: 10:30–22:00 | vrijdag: 10:30–22:00 | zaterdag: 10:30–22:00 | zondag: 10:30–22:00,Gesloten,10:30–22:00,10:30–22:00,10:30–22:00,10:30–22:00,10:30–22:00,10:30–22:00,yes,OK,,"Kasteel van nieuwenhoven, Limburg, België",GOOGLE_PLACES
164,Kasteel van altena,https://kastelenbelgie.be/nl/kasteel-van-altena-kontich/,Oost-Vlaanderen,ChIJpy6mEYTzw0cRgO93wyYeAIY,Kasteel Altena,"Burchtstraat 11, 9150 Beveren-Kruibeke-Zwijndrecht","establishment,museum,point_of_interest,tourist_attraction",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van altena, Oost-Vlaanderen, België",GOOGLE_PLACES
163,Kasteel scheldevelde,https://kastelenbelgie.be/nl/kasteel-scheldevelde-de-pinte/,Oost-Vlaanderen,ChIJIehXg_Zyw0cRwU5JkUsFXB4,Kasteel Scheldevelde,"Scheldeveldestraat, 9840 Nazareth-De Pinte","establishment,park,point_of_interest,tourist_attraction",OPERATIONAL,TRUE,maandag: 24 uur geopend | dinsdag: 24 uur geopend | woensdag: 24 uur geopend | donderdag: 24 uur geopend | vrijdag: 24 uur geopend | zaterdag: 24 uur geopend | zondag: 24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,yes,OK,,"Kasteel scheldevelde, Oost-Vlaanderen, België",GOOGLE_PLACES
162,Kasteel nieuwland,https://kastelenbelgie.be/nl/kasteel-nieuwland-te-aarschot/,Oost-Vlaanderen,ChIJ_2Vuao1cwUcR-XBMXU9YuA4,Kasteel van Nieuwland,"Beemdenstraat 61, 3200 Aarschot","establishment,lodging,point_of_interest",OPERATIONAL,TRUE,maandag: 07:00–00:00 | dinsdag: 07:00–00:00 | woensdag: 07:00–00:00 | donderdag: 07:00–00:00 | vrijdag: 07:00–00:00 | zaterdag: 07:00–00:00 | zondag: 07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,yes,OK,,"Kasteel nieuwland, Oost-Vlaanderen, België",GOOGLE_PLACES
161,Kasteel van rivieren,https://kastelenbelgie.be/nl/kasteel-van-rivieren-te-aarschot/,Vlaams-Brabant,ChIJJ5aglopcwUcR42VsAtpPOu0,Kasteel ter Rivieren,"Begijnendijksesteenweg 221, 3200 Aarschot","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van rivieren, Vlaams-Brabant, België",GOOGLE_PLACES
160,Kasteel cantecroy,https://kastelenbelgie.be/nl/kasteel-cantecroy-mortsel/,Antwerpen,ChIJT8PGNgD6w0cRCgaxCwIyuI8,Kasteel Cantecroy,"Cantecroylaan 30, 2640 Mortsel","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel cantecroy, Antwerpen, België",GOOGLE_PLACES
159,Kasteel van wideux,https://kastelenbelgie.be/nl/kasteel-van-wideux-hasselt/,Luik,ChIJ8wgqhkcjwUcRBm2u2jrYklQ,Kasteel van Wideux,"Wideuxdreef 2, 3500 Hasselt","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van wideux, Luik, België",GOOGLE_PLACES
158,Kasteel van mombeek,https://kastelenbelgie.be/nl/kasteel-van-mombeek-hasselt/,Luik,ChIJ2WqkDn0fwUcRAScSVUBC5yE,Kasteel van Mombeek,"Mombeekdreef 98, 3500 Hasselt","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van mombeek, Luik, België",GOOGLE_PLACES
157,Kasteel bayard,https://kastelenbelgie.be/nl/kasteel-bayard-dhuy/,Namen,ChIJM71Os_2dwUcRlir9N0a63kI,Château Bayard,"Route de la Bruyère, Dhuy, Rue du Château-Bayard 4, 5310 Éghezée","establishment,point_of_interest",OPERATIONAL,TRUE,maandag: 09:00–20:00 | dinsdag: 09:00–20:00 | woensdag: 09:00–20:00 | donderdag: 09:00–20:00 | vrijdag: 09:00–20:00 | zaterdag: 09:00–20:00 | zondag: Gesloten,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,Gesloten,yes,OK,,"Kasteel bayard, Namen, België",GOOGLE_PLACES
156,Kasteel le fy,https://kastelenbelgie.be/nl/kasteel-le-fy-esneux/,Namen,ChIJZ9hyCABZwEcR6bgsd0ll6r0,Chateau des Fy,"All. Robert Dalem 9, 4130 Esneux","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel le fy, Namen, België",GOOGLE_PLACES
155,Kasteel van Attre,https://kastelenbelgie.be/nl/kasteel-van-attre-attre/,Henegouwen,ChIJiSaCMM5UwkcRA-TIkxdqx5Y,Kasteel van Attre,"Av. du Château 8, 7941 Brugelette","establishment,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: Gesloten | dinsdag: Gesloten | woensdag: Gesloten | donderdag: Gesloten | vrijdag: Gesloten | zaterdag: 14:00–18:00 | zondag: 14:00–18:00,Gesloten,Gesloten,Gesloten,Gesloten,Gesloten,14:00–18:00,14:00–18:00,yes,OK,,"Kasteel van Attre, Henegouwen, België",GOOGLE_PLACES
154,Kasteel van corroy le chateau,https://kastelenbelgie.be/nl/kasteel-van-corroy-le-chateau-corroy-le-chateau/,Namen,ChIJi3NPlGKBwUcRslz396ahGPc,Kasteel van Corroy-le-Château,"Rue du Château de Corroy 4, 5032 Gembloux","establishment,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,"maandag: Gesloten | dinsdag: Gesloten | woensdag: Gesloten | donderdag: Gesloten | vrijdag: Gesloten | zaterdag: Gesloten | zondag: 10:00–12:00, 14:00–18:00",Gesloten,Gesloten,Gesloten,Gesloten,Gesloten,Gesloten,"10:00–12:00, 14:00–18:00",yes,OK,,"Kasteel van corroy le chateau, Namen, België",GOOGLE_PLACES
153,Kasteel des cailloux,https://kastelenbelgie.be/nl/kasteel-des-cailloux-geldenaken/,Waals-Brabant,ChIJ41kmBIhxwUcRZSv__RdW8FU,Château des Cailloux,"Chau. de Hannut 129, 1370 Jodoigne","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel des cailloux, Waals-Brabant, België",GOOGLE_PLACES
152,Kasteel van moriensart,https://kastelenbelgie.be/nl/kasteel-van-moriensart-ceroux-mousty/,Waals-Brabant,ChIJ5fFRrCTUw0cRkI9rJYcnuhg,Moriensart (Chateau-Ferme),"Rue de Moriensart 9, 1341 Ottignies-Louvain-la-Neuve","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van moriensart, Waals-Brabant, België",GOOGLE_PLACES
151,Kasteel rose,https://kastelenbelgie.be/nl/kasteel-rose-orp-le-petit/,Waals-Brabant,ChIJZzzIxRkNwUcRRdFjXIBpfI0,Chateau Rose,1350 Orp-Jauche,"establishment,point_of_interest",CLOSED_PERMANENTLY,,,,,,,,,,yes,OK,,"Kasteel rose, Waals-Brabant, België",GOOGLE_PLACES
150,Kasteel van sombreffe,https://kastelenbelgie.be/nl/kasteel-van-sombreffe-sombreffe/,Waals-Brabant,ChIJ4bPnduaAwUcR04ZkQfvzRRs,Kasteel van Sombreffe,"Rue du Château 1, 5140 Sombreffe","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van sombreffe, Waals-Brabant, België",GOOGLE_PLACES
149,Kasteel van rond,https://kastelenbelgie.be/nl/kasteel-van-rond-chene-esneux/,Namen,ChIJN5NW0XaZwUcRe0qIPAKGKqs,Citadel van Namen,"Rte Merveilleuse 64, 5000 Namur","establishment,point_of_interest,tourist_attraction",OPERATIONAL,TRUE,maandag: 10:00–18:30 | dinsdag: 10:00–18:30 | woensdag: 10:00–18:30 | donderdag: 10:00–18:30 | vrijdag: 10:00–18:30 | zaterdag: 10:00–18:30 | zondag: 10:00–18:30,10:00–18:30,10:00–18:30,10:00–18:30,10:00–18:30,10:00–18:30,10:00–18:30,10:00–18:30,yes,OK,,"Kasteel van rond, Namen, België",GOOGLE_PLACES
148,Chateau de Prelle,https://kastelenbelgie.be/nl/chateau-de-prelle-manage/,Luik,ChIJn-MbVgA3wkcRfeAnbLJwaA8,Château de Prelle,"Chau. de Nivelles 42, 7170 Manage","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Chateau de Prelle, Luik, België",GOOGLE_PLACES
147,Kasteel van obsinnich remersdaal te voeren,https://kastelenbelgie.be/nl/kasteel-van-obsinnich-remersdaal-te-voeren/,Luik,ChIJOyHxkl2TwEcRXKG0egijGGk,Kasteel van Obsinnich,"Obsinnich 6, 3791 Voeren","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van obsinnich remersdaal te voeren, Luik, België",GOOGLE_PLACES
146,Kasteel rouge bas,https://kastelenbelgie.be/nl/kasteel-rouge-bas-oha-wanze/,Namen,ChIJJ7QNb5PPw0cRjXAVcByVFWQ,Château de Namur,"Av. de l'Ermitage 1, 5000 Namur","establishment,food,lodging,point_of_interest,restaurant",OPERATIONAL,TRUE,maandag: 24 uur geopend | dinsdag: 24 uur geopend | woensdag: 24 uur geopend | donderdag: 24 uur geopend | vrijdag: 24 uur geopend | zaterdag: 24 uur geopend | zondag: 24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,yes,OK,,"Kasteel rouge bas, Namen, Belgique",GOOGLE_PLACES
145,Kasteel laide,https://kastelenbelgie.be/nl/kasteel-laide-fagne-steinbach/,Luik,ChIJi_U_v2AAwUcR2b2LplIljfw,Kasteel van Jehay,"Rue du Parc 1, 4540 Amay","establishment,museum,park,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: 11:00–18:00 | dinsdag: 11:00–18:00 | woensdag: 11:00–18:00 | donderdag: 11:00–18:00 | vrijdag: 11:00–18:00 | zaterdag: 11:00–18:00 | zondag: 11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,yes,OK,,"Kasteel laide, Luik, België",GOOGLE_PLACES
144,Kasteel la motte,https://kastelenbelgie.be/nl/kasteel-la-motte-te-sint-ulriks-kapelle/,Namen,ChIJVbupdZ3Aw0cR-6v4f1xgsh0,Kasteel La Motte,"Lumbeekstraat 20, 1700 Dilbeek","establishment,museum,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel la motte, Namen, België",GOOGLE_PLACES
143,Kasteel van waleffe,https://kastelenbelgie.be/nl/kasteel-van-waleffe-les-waleffes/,Luik,ChIJb87fwocGwUcRikONRUyi5kk,Château de Les Waleffes,"Rue de Borlez 45, 4317 Faimes","establishment,lodging,point_of_interest,store",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van waleffe, Luik, België",GOOGLE_PLACES
142,Commanderij van sint pieters voeren,https://kastelenbelgie.be/nl/commanderij-van-sint-pieters-voeren-te-sint-pieters-voeren-te-voeren/,Luik,ChIJb84dwTaTwEcR0qgdvSUs2GE,Commanderij van Sint-Pieters-Voeren,"Commanderie 1, 3792 Voeren","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Commanderij van sint pieters voeren, Luik, België",GOOGLE_PLACES
141,Kasteel kijckuit,https://kastelenbelgie.be/nl/kasteel-kijckuit-wijnegem/,Luik,ChIJi_U_v2AAwUcR2b2LplIljfw,Kasteel van Jehay,"Rue du Parc 1, 4540 Amay","establishment,museum,park,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: 11:00–18:00 | dinsdag: 11:00–18:00 | woensdag: 11:00–18:00 | donderdag: 11:00–18:00 | vrijdag: 11:00–18:00 | zaterdag: 11:00–18:00 | zondag: 11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,yes,OK,,"Kasteel kijckuit, Luik, België",GOOGLE_PLACES
140,Kasteel van moerkerke,https://kastelenbelgie.be/nl/kasteel-van-moerkerke-moerkerke/,Vlaams-Brabant,ChIJZaODwRdZw0cRy2puknUf5s4,Kasteel van Moerkerke,"Kasteelstraat 7, 8340 Damme","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van moerkerke, Vlaams-Brabant, België",GOOGLE_PLACES
139,Kasteel walburg,https://kastelenbelgie.be/nl/kasteel-walburg-sint-niklaas/,Antwerpen,ChIJHbROzZuOw0cRzp--Fd1l9yw,Kasteel Walburg,"Walburgstraat 35, 9100 Sint-Niklaas","establishment,food,point_of_interest,restaurant",OPERATIONAL,TRUE,maandag: Gesloten | dinsdag: 11:00–23:00 | woensdag: 11:00–23:00 | donderdag: 11:00–23:00 | vrijdag: 11:00–23:00 | zaterdag: 11:00–23:00 | zondag: 11:00–22:00,Gesloten,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–22:00,yes,OK,,"Kasteel walburg, Antwerpen, België",GOOGLE_PLACES
138,Kasteel van rullingen,https://kastelenbelgie.be/nl/kasteel-van-rullingen-te-kuttekoven-gemeente-borgloon/,Antwerpen,ChIJmYXTLEMfwUcRw6CQPnqwb4w,Kasteel Rullingen,"Borgloon Rullingen Kasteel, 3840 Tongeren-Borgloon","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel van rullingen, Antwerpen, België",GOOGLE_PLACES
137,Kasteel de merode,https://kastelenbelgie.be/nl/kasteel-de-merode-westerlo/,Namen,ChIJJS7k3WRPwUcRsDu0_A8y8ts,Kasteel de Merode,"Polderstraat 51, 2260 Westerlo","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel de merode, Namen, België",GOOGLE_PLACES
136,Waterkasteel van moorsel,https://kastelenbelgie.be/nl/waterkasteel-van-moorsel-moorsel/,Vlaams-Brabant,ChIJmT3knxWXw0cRlONSTPxUqlw,Waterkasteel van Moorsel,"Waterkasteel, 9310 Aalst","establishment,point_of_interest",CLOSED_TEMPORARILY,,,,,,,,,,yes,OK,,"Waterkasteel van moorsel, Vlaams-Brabant, België",GOOGLE_PLACES
135,Kasteel terlinden,https://kastelenbelgie.be/nl/kasteel-terlinden-aalst/,Limburg,ChIJGQsb5bfxw0cR5Ei7WddfQmk,Kasteel Hof ter Linden,"Drie Eikenstraat 3, 2650 Edegem","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel terlinden, Limburg, België",GOOGLE_PLACES
134,Kasteel reinhardstein,https://kastelenbelgie.be/nl/kasteel-reinhardstein-burg-metternich-te-weismes/,Luxemburg,ChIJAQzBNt9-wEcRKVp21cFCIYE,Burcht Reinhardstein,"Chem. du Cheneux 50/50, 4950, 4950 Waimes","establishment,museum,park,point_of_interest,tourist_attraction",OPERATIONAL,,,,,,,,,,yes,OK,,"Kasteel reinhardstein, Luxemburg, België",GOOGLE_PLACES
133,Kasteel groenendaal,https://kastelenbelgie.be/nl/kasteel-groenendaal-merksem/,Antwerpen,ChIJYQsL4cf3w0cRdxhk8OckNEI,Kasteel Groenendaal,"Kasteel Groenendaal, 2170 Antwerpen","premise,street_address",,,,,,,,,,,no,OK,,"Kasteel groenendaal, Antwerpen, België",GOOGLE_PLACES
132,Kastelen in Limburg,https://kastelenbelgie.be/nl/kastelen-limburg/,Antwerpen,,,,,,,,,,,,,,,,SKIPPED_INDEX,,,
131,Kasteel van La Berlière,https://kastelenbelgie.be/nl/kasteel-van-la-berliere-houtaing/,Antwerpen,ChIJ7ZytEcFHwEcRLiUsKt5Yjrw,Château de Blier,"Rue Croix-Henquin 6, 6997 Érezée","establishment,lodging,point_of_interest",OPERATIONAL,TRUE,maandag: 24 uur geopend | dinsdag: 24 uur geopend | woensdag: 24 uur geopend | donderdag: 24 uur geopend | vrijdag: 24 uur geopend | zaterdag: 24 uur geopend | zondag: 24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,24 uur geopend,yes,OK,,"Kasteel van La Berlière, Antwerpen, België",GOOGLE_PLACES
130,Waterslot cleydael,https://kastelenbelgie.be/nl/waterslot-cleydael-aartselaar/,Antwerpen,ChIJM5I94_Hxw0cReh4KIxVCRV4,Kasteel Cleydael,"Cleydaellaan 36, 2630 Aartselaar","establishment,point_of_interest",OPERATIONAL,,,,,,,,,,yes,OK,,"Waterslot cleydael, Antwerpen, België",GOOGLE_PLACES
129,Kasteel van vianden,https://kastelenbelgie.be/nl/kasteel-van-vianden-vianden/,Antwerpen,ChIJAViZ7X37v0cRIr2yg5fv88M,Kasteel Vianden,"Mnt du Château, 9408 Vianden, Luxemburg","establishment,point_of_interest,tourist_attraction",OPERATIONAL,FALSE,maandag: 10:00–18:00 | dinsdag: 10:00–18:00 | woensdag: 10:00–18:00 | donderdag: 10:00–18:00 | vrijdag: 10:00–18:00 | zaterdag: 10:00–18:00 | zondag: 10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,10:00–18:00,yes,OK,,"Kasteel van vianden, Antwerpen, België",GOOGLE_PLACES
